hom_count,illicit_resources,pop_slums,gini,corruption,pko_troops,pko_police,total_deaths,year,country_id
137,1,NA,36,0.008,0,0,583,2004,200
950,1,NA,36,0.008,0,0,583,2004,200
708,1,NA,34.3,0.008,0,0,583,2005,200
31,1,NA,34.3,0.008,0,0,583,2005,200
95,1,NA,34.3,0.008,0,0,583,2005,200
834,1,NA,34.3,0.008,0,0,583,2005,200
710,1,NA,34.6,0.008,0,0,583,2006,200
30,1,NA,34.6,0.008,0,0,583,2006,200
120,1,NA,34.6,0.008,0,0,583,2006,200
860,1,NA,34.6,0.008,0,0,583,2006,200
729,1,NA,35.7,0.008,0,0,583,2007,200
29,1,NA,35.7,0.008,0,0,583,2007,200
115,1,NA,35.7,0.008,0,0,583,2007,200
873,1,NA,35.7,0.008,0,0,583,2007,200
639,1,NA,34.1,0.008,0,0,583,2008,200
24,1,NA,34.1,0.008,0,0,583,2008,200
99,1,NA,34.1,0.008,0,0,583,2008,200
762,1,NA,34.1,0.008,0,0,583,2008,200
595,1,NA,34.3,0.008,0,0,585,2009,200
595,1,NA,34.3,0.008,0,0,587,2009,200
595,1,NA,34.3,0.008,0,0,589,2009,200
595,1,NA,34.3,0.008,0,0,591,2009,200
29,1,NA,34.3,0.008,0,0,585,2009,200
29,1,NA,34.3,0.008,0,0,587,2009,200
29,1,NA,34.3,0.008,0,0,589,2009,200
29,1,NA,34.3,0.008,0,0,591,2009,200
82,1,NA,34.3,0.008,0,0,585,2009,200
82,1,NA,34.3,0.008,0,0,587,2009,200
82,1,NA,34.3,0.008,0,0,589,2009,200
82,1,NA,34.3,0.008,0,0,591,2009,200
706,1,NA,34.3,0.008,0,0,585,2009,200
706,1,NA,34.3,0.008,0,0,587,2009,200
706,1,NA,34.3,0.008,0,0,589,2009,200
706,1,NA,34.3,0.008,0,0,591,2009,200
633,1,NA,34.4,0.008,0,0,591,2010,200
23,1,NA,34.4,0.008,0,0,591,2010,200
100,1,NA,34.4,0.008,0,0,591,2010,200
756,1,NA,34.4,0.008,0,0,591,2010,200
526,1,NA,33.2,0.008,0,0,592,2011,200
526,1,NA,33.2,0.008,0,0,593,2011,200
526,1,NA,33.2,0.008,0,0,594,2011,200
526,1,NA,33.2,0.008,0,0,595,2011,200
22,1,NA,33.2,0.008,0,0,592,2011,200
22,1,NA,33.2,0.008,0,0,593,2011,200
22,1,NA,33.2,0.008,0,0,594,2011,200
22,1,NA,33.2,0.008,0,0,595,2011,200
93,1,NA,33.2,0.008,0,0,592,2011,200
93,1,NA,33.2,0.008,0,0,593,2011,200
93,1,NA,33.2,0.008,0,0,594,2011,200
93,1,NA,33.2,0.008,0,0,595,2011,200
641,1,NA,33.2,0.008,0,0,592,2011,200
641,1,NA,33.2,0.008,0,0,593,2011,200
641,1,NA,33.2,0.008,0,0,594,2011,200
641,1,NA,33.2,0.008,0,0,595,2011,200
543,1,NA,32.3,0.008,0,0,595,2012,200
21,1,NA,32.3,0.008,0,0,595,2012,200
63,1,NA,32.3,0.008,0,0,595,2012,200
627,1,NA,32.3,0.008,0,0,595,2012,200
521,1,NA,33.2,0.008,0,0,595,2013,200
20,1,NA,33.2,0.008,0,0,595,2013,200
62,1,NA,33.2,0.008,0,0,595,2013,200
603,1,NA,33.2,0.008,0,0,595,2013,200
